;INSEE_COM;NOM_COM;SUPERFICIE;POPULATION;CODE_DEPT;NOM_DEPT;CODE_REG;NOM_REG;Code_postal;Nom;Région
27;27120;BUREY;534;379;27;EURE;28;NORMANDIE;27190.0;Eure;Haute-Normandie
27;27198;DAMVILLE;1175;1996;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27565;SAINTE-MARGUERITE-DE-L'AUTEL;2338;554;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27578;SAINT-OUEN-D'ATTEZ;958;280;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27506;SAINT-AMAND-DES-HAUTES-TERRES;297;283;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27658;LE TREMBLAY-OMONVILLE;542;326;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27311;HARCOURT;1525;977;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27580;SAINT-OUEN-DE-THOUBERVILLE;640;2316;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27469;PONT-DE-L'ARCHE;944;4163;27;EURE;28;NORMANDIE;27340.0;Eure;Haute-Normandie
27;27147;LA CHAPELLE-DU-BOIS-DES-FAULX;434;543;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27317;LA HAYE-AUBREE;760;457;27;EURE;28;NORMANDIE;27350.0;Eure;Haute-Normandie
27;27233;FATOUVILLE-GRESTAIN;1034;753;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27220;EPIEDS;483;378;27;EURE;28;NORMANDIE;27730.0;Eure;Haute-Normandie
27;27406;MESNIL-SUR-L'ESTREE;581;976;27;EURE;28;NORMANDIE;27650.0;Eure;Haute-Normandie
27;27495;LA ROQUETTE;589;239;27;EURE;28;NORMANDIE;27700.0;Eure;Haute-Normandie
27;27331;HEUBECOURT-HARICOURT;1188;452;27;EURE;28;NORMANDIE;27630.0;Eure;Haute-Normandie
27;27611;SAINT-VIGOR;662;328;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27338;LES HOGUES;1168;646;27;EURE;28;NORMANDIE;27910.0;Eure;Haute-Normandie
27;27250;FONTAINE-HEUDEBOURG;405;753;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27390;MARCILLY-LA-CAMPAGNE;1977;1066;27;EURE;28;NORMANDIE;27320.0;Eure;Haute-Normandie
27;27560;SAINT-LUC;506;254;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27100;BOULLEVILLE;723;1017;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27628;THEVRAY;1505;292;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27556;SAINT-LAURENT-DU-TENCEMENT;279;53;27;EURE;28;NORMANDIE;27390.0;Eure;Haute-Normandie
27;27680;VERNEUSSES;1627;204;27;EURE;28;NORMANDIE;27390.0;Eure;Haute-Normandie
27;27258;FORT-MOVILLE;935;437;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27569;SAINT-MARTIN-DU-TILLEUL;518;260;27;EURE;28;NORMANDIE;27300.0;Eure;Haute-Normandie
27;27018;APPEVILLE-ANNEBAULT;1354;924;27;EURE;28;NORMANDIE;27290.0;Eure;Haute-Normandie
27;27491;ROMAN;1524;276;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27157;LE CHESNE;1788;571;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27301;GROSSOEUVRE;1643;1062;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27206;DROISY;1775;417;27;EURE;28;NORMANDIE;27320.0;Eure;Haute-Normandie
27;27040;BARQUET;1391;425;27;EURE;28;NORMANDIE;27170.0;Eure;Haute-Normandie
27;27425;NASSANDRES;491;1366;27;EURE;28;NORMANDIE;27550.0;Eure;Haute-Normandie
27;27574;SAINT-NICOLAS-DU-BOSC;940;267;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27607;SAINT-THURIEN;536;239;27;EURE;28;NORMANDIE;27680.0;Eure;Haute-Normandie
27;27665;TROUVILLE-LA-HAULE;1242;774;27;EURE;28;NORMANDIE;27680.0;Eure;Haute-Normandie
27;27577;SAINTE-OPPORTUNE-LA-MARE;1098;443;27;EURE;28;NORMANDIE;27680.0;Eure;Haute-Normandie
27;27243;FIQUEFLEUR-EQUAINVILLE;965;676;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27190;CROISY-SUR-EURE;397;227;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27621;SEREZ;628;143;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27471;PORTE-JOIE;336;113;27;EURE;28;NORMANDIE;27430.0;Eure;Haute-Normandie
27;27280;GAUCIEL;783;879;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27213;ECOS;1528;1037;27;EURE;28;NORMANDIE;27630.0;Eure;Haute-Normandie
27;27213;ECOS;1528;1037;27;EURE;28;NORMANDIE;27510.0;Eure;Haute-Normandie
27;27614;SANCOURT;663;165;27;EURE;28;NORMANDIE;27150.0;Eure;Haute-Normandie
27;27370;LISORS;1081;347;27;EURE;28;NORMANDIE;27440.0;Eure;Haute-Normandie
27;27470;PONT-SAINT-PIERRE;697;1153;27;EURE;28;NORMANDIE;27360.0;Eure;Haute-Normandie
27;27350;ILLIERS-L'EVEQUE;2091;997;27;EURE;28;NORMANDIE;27770.0;Eure;Haute-Normandie
27;27227;ETREVILLE;1129;642;27;EURE;28;NORMANDIE;27350.0;Eure;Haute-Normandie
27;27102;BOUQUETOT;1313;1067;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27069;BOIS-ARNAULT;1299;734;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27427;NEAUFLES-AUVERGNY;1743;426;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27049;BEAUMESNIL;1264;562;27;EURE;28;NORMANDIE;27330.0;Eure;Haute-Normandie
27;27356;JONQUERETS-DE-LIVET;1031;291;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27502;RUGLES;1409;2350;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27627;LE THEIL-NOLENT;412;246;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27541;SAINT-GEORGES-DU-MESNIL;320;120;27;EURE;28;NORMANDIE;27560.0;Eure;Haute-Normandie
27;27131;CARSIX;659;245;27;EURE;28;NORMANDIE;27300.0;Eure;Haute-Normandie
27;27393;MARTAINVILLE;891;407;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27046;BAZOQUES;691;169;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27613;SAINT-VINCENT-DU-BOULAY;660;333;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27693;SYLVAINS-LES-MOULINS;2160;1193;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27198;DAMVILLE;1175;1996;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27198;DAMVILLE;1175;1996;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27007;AJOU;988;256;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27053;LE BEC-THOMAS;141;209;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27085;BOSC-BENARD-CRESCY;442;359;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27637;THUIT-HEBERT;375;320;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27192;CROSVILLE-LA-VIEILLE;782;568;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27033;BACQUEPUIS;512;324;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27216;EMALLEVILLE;419;531;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27645;TOCQUEVILLE;248;139;27;EURE;28;NORMANDIE;27500.0;Eure;Haute-Normandie
27;27388;MARAIS-VERNIER;2630;500;27;EURE;28;NORMANDIE;27680.0;Eure;Haute-Normandie
27;27316;HAUVILLE;1485;1290;27;EURE;28;NORMANDIE;27350.0;Eure;Haute-Normandie
27;27673;VATTEVILLE;439;200;27;EURE;28;NORMANDIE;27430.0;Eure;Haute-Normandie
27;27368;LIGNEROLLES;617;286;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27078;LA BOISSIERE;346;269;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27264;FOURS-EN-VEXIN;586;193;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27369;LILLY;606;71;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27245;FLEURY-LA-FORET;783;284;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27670;VANDRIMARE;652;1006;27;EURE;28;NORMANDIE;27380.0;Eure;Haute-Normandie
27;27377;LYONS-LA-FORET;2716;744;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27453;PERRIERS-SUR-ANDELLE;1130;1842;27;EURE;28;NORMANDIE;27910.0;Eure;Haute-Normandie
27;27134;CAUVERVILLE-EN-ROUMOIS;332;227;27;EURE;28;NORMANDIE;27350.0;Eure;Haute-Normandie
27;27049;BEAUMESNIL;1264;562;27;EURE;28;NORMANDIE;27410.0;Eure;Haute-Normandie
27;27041;LA BARRE-EN-OUCHE;1751;959;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27221;EPINAY;1374;341;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27042;BARVILLE;275;65;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27527;SAINT-CYR-DE-SALERNE;663;208;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27441;NOTRE-DAME-D'EPINE;173;73;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27549;SAINT-GERMAIN-VILLAGE;522;1649;27;EURE;28;NORMANDIE;27500.0;Eure;Haute-Normandie
27;27293;GOUVILLE;844;537;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27132;CAUGE;1160;830;27;EURE;28;NORMANDIE;27180.0;Eure;Haute-Normandie
27;27032;AVRILLY;714;453;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27565;SAINTE-MARGUERITE-DE-L'AUTEL;2338;554;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27578;SAINT-OUEN-D'ATTEZ;958;280;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27486;QUITTEBEUF;1347;595;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27389;MARBEUF;856;406;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27699;VOISCREVILLE;174;124;27;EURE;28;NORMANDIE;27520.0;Eure;Haute-Normandie
27;27638;LE THUIT-SIGNOL;988;2252;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27456;PINTERVILLE;599;750;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27510;SAINT-AQUILIN-DE-PACY;852;575;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27689;VILLEGATS;361;341;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27612;SAINT-VINCENT-DES-BOIS;536;341;27;EURE;28;NORMANDIE;27950.0;Eure;Haute-Normandie
27;27682;VESLY;1192;690;27;EURE;28;NORMANDIE;27870.0;Eure;Haute-Normandie
27;27097;BOUAFLES;1280;650;27;EURE;28;NORMANDIE;27700.0;Eure;Haute-Normandie
27;27213;ECOS;1528;1037;27;EURE;28;NORMANDIE;27420.0;Eure;Haute-Normandie
27;27094;BOSQUENTIN;692;123;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27294;GRAINVILLE;402;577;27;EURE;28;NORMANDIE;27380.0;Eure;Haute-Normandie
27;27246;FLEURY-SUR-ANDELLE;376;1894;27;EURE;28;NORMANDIE;27380.0;Eure;Haute-Normandie
27;27430;LA NEUVE-GRANGE;506;343;27;EURE;28;NORMANDIE;27150.0;Eure;Haute-Normandie
27;27191;LA CROIX-SAINT-LEUFROY;1510;1091;27;EURE;28;NORMANDIE;27490.0;Eure;Haute-Normandie
27;27427;NEAUFLES-AUVERGNY;1743;426;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27075;BOIS-NORMAND-PRES-LYRE;1681;380;27;EURE;28;NORMANDIE;27330.0;Eure;Haute-Normandie
27;27156;CHERONVILLIERS;2144;540;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27600;SAINT-QUENTIN-DES-ISLES;404;239;27;EURE;28;NORMANDIE;27270.0;Eure;Haute-Normandie
27;27401;LE MESNIL-FUGUET;357;178;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27466;LE PLESSIS-SAINTE-OPPORTUNE;1146;285;27;EURE;28;NORMANDIE;27170.0;Eure;Haute-Normandie
27;27235;FAVEROLLES-LA-CAMPAGNE;469;138;27;EURE;28;NORMANDIE;27190.0;Eure;Haute-Normandie
27;27573;SAINT-NICOLAS-D'ATTEZ;525;157;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27444;LE NOYER-EN-OUCHE;1093;217;27;EURE;28;NORMANDIE;27410.0;Eure;Haute-Normandie
27;27416;BUIS-SUR-DAMVILLE;2460;989;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27084;BOSC-BENARD-COMMIN;421;313;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27210;ECARDENVILLE-LA-CAMPAGNE;745;458;27;EURE;28;NORMANDIE;27170.0;Eure;Haute-Normandie
27;27215;ECQUETOT;559;375;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27518;SAINT-AUBIN-SUR-QUILLEBEUF;1229;646;27;EURE;28;NORMANDIE;27680.0;Eure;Haute-Normandie
27;27123;CAILLOUET-ORGEVILLE;791;419;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27144;CHAMPIGNY-LA-FUTELAYE;1608;253;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27152;CHATEAU-SUR-EPTE;458;599;27;EURE;28;NORMANDIE;27420.0;Eure;Haute-Normandie
27;27312;HARDENCOURT-COCHEREL;502;266;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27647;TOSNY;1480;685;27;EURE;28;NORMANDIE;27700.0;Eure;Haute-Normandie
27;27396;MENESQUEVILLE;413;449;27;EURE;28;NORMANDIE;27850.0;Eure;Haute-Normandie
27;27373;LORLEAU;1235;134;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27561;SAINT-MACLOU;553;581;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27138;CHAMBLAC;2119;392;27;EURE;28;NORMANDIE;27270.0;Eure;Haute-Normandie
27;27283;GISAY-LA-COUDRE;1620;237;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27096;LES BOTTEREAUX;2225;347;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
27;27455;PIENCOURT;875;168;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27056;BERNAY;2412;10399;27;EURE;28;NORMANDIE;27300.0;Eure;Haute-Normandie
27;27538;SAINT-ETIENNE-L'ALLIER;1136;550;27;EURE;28;NORMANDIE;27450.0;Eure;Haute-Normandie
27;27550;SAINT-GREGOIRE-DU-VIEVRE;903;341;27;EURE;28;NORMANDIE;27450.0;Eure;Haute-Normandie
27;27198;DAMVILLE;1175;1996;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27657;TOUVILLE;356;150;27;EURE;28;NORMANDIE;27290.0;Eure;Haute-Normandie
27;27290;GOUPILLIERES;1022;817;27;EURE;28;NORMANDIE;27170.0;Eure;Haute-Normandie
27;27077;BOISSEY-LE-CHATEL;440;890;27;EURE;28;NORMANDIE;27520.0;Eure;Haute-Normandie
27;27011;AMFREVILLE-LA-CAMPAGNE;671;917;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27572;SAINT-MESLIN-DU-BOSC;156;262;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27394;MARTOT;839;587;27;EURE;28;NORMANDIE;27340.0;Eure;Haute-Normandie
27;27313;LA HARENGERE;365;549;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27310;HACQUEVILLE;975;450;27;EURE;28;NORMANDIE;27150.0;Eure;Haute-Normandie
27;27171;LE CORMIER;1056;403;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27555;SAINT-LAURENT-DES-BOIS;331;245;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27160;CIVIERES;772;218;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27554;SAINT-JUST;448;1299;27;EURE;28;NORMANDIE;27950.0;Eure;Haute-Normandie
27;27015;ANDE;516;1141;27;EURE;28;NORMANDIE;27430.0;Eure;Haute-Normandie
27;27307;GUISENIERS;1078;438;27;EURE;28;NORMANDIE;27700.0;Eure;Haute-Normandie
27;27150;LA CHAPELLE-REANVILLE;805;1125;27;EURE;28;NORMANDIE;27950.0;Eure;Haute-Normandie
27;27285;GIVERNY;646;501;27;EURE;28;NORMANDIE;27620.0;Eure;Haute-Normandie
27;27256;LA FORET-DU-PARC;766;530;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27332;HEUDEBOUVILLE;934;802;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27108;BOURTH;1864;1265;27;EURE;28;NORMANDIE;27580.0;Eure;Haute-Normandie
27;27048;BEAUFICEL-EN-LYONS;721;189;27;EURE;28;NORMANDIE;27480.0;Eure;Haute-Normandie
27;27515;SAINT-AUBIN-LE-GUICHARD;1125;304;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27049;BEAUMESNIL;1264;562;27;EURE;28;NORMANDIE;27410.0;Eure;Haute-Normandie
27;27049;BEAUMESNIL;1264;562;27;EURE;28;NORMANDIE;27410.0;Eure;Haute-Normandie
27;27566;SAINTE-MARGUERITE-EN-OUCHE;540;124;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27660;LA TRINITE-DE-REVILLE;1132;252;27;EURE;28;NORMANDIE;27270.0;Eure;Haute-Normandie
27;27325;HECMANVILLE;300;162;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27418;MORSAN;487;125;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27415;MORAINVILLE-JOUVEAUX;1571;390;27;EURE;28;NORMANDIE;27260.0;Eure;Haute-Normandie
27;27620;SELLES;1015;451;27;EURE;28;NORMANDIE;27500.0;Eure;Haute-Normandie
27;27433;NEUVILLE-SUR-AUTHOU;562;191;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27462;LE PLANQUAY;401;156;27;EURE;28;NORMANDIE;27230.0;Eure;Haute-Normandie
27;27650;TOURNEDOS-BOIS-HUBERT;805;428;27;EURE;28;NORMANDIE;27180.0;Eure;Haute-Normandie
27;27439;NORMANVILLE;912;1078;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27198;DAMVILLE;1175;1996;27;EURE;28;NORMANDIE;27240.0;Eure;Haute-Normandie
27;27532;SAINT-DENIS-DU-BEHELAN;956;203;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27695;VILLEZ-SUR-LE-NEUBOURG;481;271;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27085;BOSC-BENARD-CRESCY;442;359;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27224;EPREVILLE-PRES-LE-NEUBOURG;778;508;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27595;SAINT-PIERRE-DU-BOSGUERARD;1023;1076;27;EURE;28;NORMANDIE;27370.0;Eure;Haute-Normandie
27;27500;ROUTOT;662;1434;27;EURE;28;NORMANDIE;27350.0;Eure;Haute-Normandie
27;27039;BARNEVILLE-SUR-SEINE;876;480;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27067;BEZU-SAINT-ELOI;1148;1475;27;EURE;28;NORMANDIE;27660.0;Eure;Haute-Normandie
27;27330;HERQUEVILLE;377;151;27;EURE;28;NORMANDIE;27430.0;Eure;Haute-Normandie
27;27180;COURCELLES-SUR-SEINE;559;1874;27;EURE;28;NORMANDIE;27940.0;Eure;Haute-Normandie
27;27213;ECOS;1528;1037;27;EURE;28;NORMANDIE;27630.0;Eure;Haute-Normandie
27;27027;LES AUTHIEUX;487;278;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27003;ACQUIGNY;1790;1529;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27383;MANDRES;1183;351;27;EURE;28;NORMANDIE;27130.0;Eure;Haute-Normandie
27;27340;HONGUEMARE-GUENOUVILLE;943;630;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27028;AUTHOU;297;340;27;EURE;28;NORMANDIE;27290.0;Eure;Haute-Normandie
27;27505;SAINT-AGNAN-DE-CERNIERES;758;138;27;EURE;28;NORMANDIE;27390.0;Eure;Haute-Normandie
27;27596;SAINT-PIERRE-DU-MESNIL;812;105;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27138;CHAMBLAC;2119;392;27;EURE;28;NORMANDIE;27270.0;Eure;Haute-Normandie
27;27603;SAINT-SIMEON;752;322;27;EURE;28;NORMANDIE;27560.0;Eure;Haute-Normandie
27;27269;FRESNE-CAUVERVILLE;610;206;27;EURE;28;NORMANDIE;27260.0;Eure;Haute-Normandie
27;27667;VALAILLES;540;394;27;EURE;28;NORMANDIE;27300.0;Eure;Haute-Normandie
27;27170;CORMEILLES;307;1146;27;EURE;28;NORMANDIE;27260.0;Eure;Haute-Normandie
27;27218;EPAIGNES;2633;1434;27;EURE;28;NORMANDIE;27260.0;Eure;Haute-Normandie
27;27447;ORVAUX;616;517;27;EURE;28;NORMANDIE;27190.0;Eure;Haute-Normandie
27;27044;LES BAUX-SAINTE-CROIX;1705;901;27;EURE;28;NORMANDIE;27180.0;Eure;Haute-Normandie
27;27578;SAINT-OUEN-D'ATTEZ;958;280;27;EURE;28;NORMANDIE;27160.0;Eure;Haute-Normandie
27;27135;CESSEVILLE;658;452;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27298;GRAVERON-SEMERVILLE;807;294;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27511;SAINT-AUBIN-D'ECROSVILLE;1480;674;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27558;SAINT-LEGER-DU-GENNETEY;332;176;27;EURE;28;NORMANDIE;27520.0;Eure;Haute-Normandie
27;27103;BOURG-ACHARD;1250;3066;27;EURE;28;NORMANDIE;27310.0;Eure;Haute-Normandie
27;27623;SURTAUVILLE;442;478;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27008;ALIZAY;871;1449;27;EURE;28;NORMANDIE;27460.0;Eure;Haute-Normandie
27;27322;LA HAYE-MALHERBE;999;1492;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27526;SAINTE-CROIX-SUR-AIZIER;478;266;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27277;GARENCIERES;691;562;27;EURE;28;NORMANDIE;27220.0;Eure;Haute-Normandie
27;27193;CROTH;1055;1270;27;EURE;28;NORMANDIE;27530.0;Eure;Haute-Normandie
27;27553;SAINT-JULIEN-DE-LA-LIEGUE;470;416;27;EURE;28;NORMANDIE;27600.0;Eure;Haute-Normandie
27;27501;ROUVRAY;249;276;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27343;HOULBEC-COCHEREL;1174;1352;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27358;JOUY-SUR-EURE;973;559;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27517;SAINT-AUBIN-SUR-GAILLON;1965;1782;27;EURE;28;NORMANDIE;27600.0;Eure;Haute-Normandie
27;27104;BOURG-BEAUDOUIN;532;747;27;EURE;28;NORMANDIE;27380.0;Eure;Haute-Normandie
27;27366;LETTEGUIVES;413;207;27;EURE;28;NORMANDIE;27910.0;Eure;Haute-Normandie
27;27214;ECOUIS;1316;822;27;EURE;28;NORMANDIE;27440.0;Eure;Haute-Normandie
27;27226;ETREPAGNY;2046;3885;27;EURE;28;NORMANDIE;27150.0;Eure;Haute-Normandie
27;27065;BEUZEVILLE;2329;4409;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27530;SAINT-DENIS-D'AUGERONS;425;89;27;EURE;28;NORMANDIE;27390.0;Eure;Haute-Normandie
27;27117;BROGLIE;797;1097;27;EURE;28;NORMANDIE;27270.0;Eure;Haute-Normandie
27;27061;BERTHOUVILLE;757;298;27;EURE;28;NORMANDIE;27800.0;Eure;Haute-Normandie
27;27570;SAINT-MARTIN-LA-CAMPAGNE;350;104;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27225;LES ESSARTS;1515;430;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27688;VILLALET;230;91;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27172;CORNEUIL;1116;522;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27234;FAUVILLE;340;321;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27438;NONANCOURT;734;2323;27;EURE;28;NORMANDIE;27320.0;Eure;Haute-Normandie
27;27663;LE TRONCQ;466;164;27;EURE;28;NORMANDIE;27110.0;Eure;Haute-Normandie
27;27666;LA VACHERIE;761;556;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27375;LOUVIERS;2713;17973;27;EURE;28;NORMANDIE;27400.0;Eure;Haute-Normandie
27;27597;SAINT-PIERRE-DU-VAL;1215;562;27;EURE;28;NORMANDIE;27210.0;Eure;Haute-Normandie
27;27006;AIZIER;230;134;27;EURE;28;NORMANDIE;27500.0;Eure;Haute-Normandie
27;27136;CHAIGNES;646;264;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27525;SAINTE-COLOMBE-PRES-VERNON;273;316;27;EURE;28;NORMANDIE;27950.0;Eure;Haute-Normandie
27;27674;VAUX-SUR-EURE;289;281;27;EURE;28;NORMANDIE;27120.0;Eure;Haute-Normandie
27;27315;HARQUENCY;1412;265;27;EURE;28;NORMANDIE;27700.0;Eure;Haute-Normandie
27;27540;SAINTE-GENEVIEVE-LES-GASNY;419;670;27;EURE;28;NORMANDIE;27620.0;Eure;Haute-Normandie
27;27615;SASSEY;432;177;27;EURE;28;NORMANDIE;27930.0;Eure;Haute-Normandie
27;27263;FOURMETOT;1013;623;27;EURE;28;NORMANDIE;27500.0;Eure;Haute-Normandie
27;27292;GOUTTIERES;520;197;27;EURE;28;NORMANDIE;;Eure;Haute-Normandie
27;27009;AMBENAY;1679;580;27;EURE;28;NORMANDIE;27250.0;Eure;Haute-Normandie
