;INSEE_COM;NOM_COM;SUPERFICIE;POPULATION;CODE_DEPT;NOM_DEPT;CODE_REG;NOM_REG;Code_postal;Nom;Région
57;57064;BERLING;315;289;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57370.0;Moselle;Lorraine
57;57582;RICHEMONT;851;1863;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57270.0;Moselle;Lorraine
57;57216;FLEISHEIM;415;142;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57635.0;Moselle;Lorraine
57;57537;PETITE-ROSSELLE;508;6507;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57540.0;Moselle;Lorraine
57;57654;SILLY-SUR-NIED;451;697;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57233;FRAQUELFING;458;83;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57790.0;Moselle;Lorraine
57;57653;SILLY-EN-SAULNOIS;233;34;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57473;MONCOURT;669;79;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57810.0;Moselle;Lorraine
57;57438;MALROY;352;383;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57640.0;Moselle;Lorraine
57;57321;HESSE;1302;600;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57400.0;Moselle;Lorraine
57;57528;ORON;534;105;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57590.0;Moselle;Lorraine
57;57464;METZERESCHE;952;852;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57920.0;Moselle;Lorraine
57;57008;ADELANGE;592;210;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57380.0;Moselle;Lorraine
57;57724;VITRY-SUR-ORNE;767;3003;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57185.0;Moselle;Lorraine
57;57299;HARTZVILLER;421;918;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57870.0;Moselle;Lorraine
57;57082;BIDING;666;305;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57570;REMERING;492;449;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57550.0;Moselle;Lorraine
57;57656;SORBEY;560;336;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57422;LOUVIGNY;1579;857;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57449;MARSILLY;319;524;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57633;SARREINSMING;724;1291;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57905.0;Moselle;Lorraine
57;57502;NEUNKIRCHEN-LES-BOUZONVILLE;376;336;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57320.0;Moselle;Lorraine
57;57690;VALMONT;922;3282;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57730.0;Moselle;Lorraine
57;57273;GUERSTLING;448;426;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57320.0;Moselle;Lorraine
57;57577;REYERSVILLER;836;366;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57230.0;Moselle;Lorraine
57;57282;HAGEN;348;326;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57570.0;Moselle;Lorraine
57;57148;COLLIGNY;359;355;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57518;OBERSTINZEL;513;352;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57930.0;Moselle;Lorraine
57;57471;MOMERSTROFF;610;289;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57767;STUCKANGE;454;1016;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57970.0;Moselle;Lorraine
57;57222;FOLKLING;1186;1314;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57600.0;Moselle;Lorraine
57;57717;VILLER;720;194;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57176;DIEBLING;783;1667;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57980.0;Moselle;Lorraine
57;57073;BETTING;448;847;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57800.0;Moselle;Lorraine
57;57665;TENTELING;720;1048;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57980.0;Moselle;Lorraine
57;57655;SOLGNE;728;1092;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57499;NEUFGRANGE;727;1413;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57910.0;Moselle;Lorraine
57;57506;NIEDERSTINZEL;1296;265;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57930.0;Moselle;Lorraine
57;57095;BOUCHEPORN;662;562;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57177;DIEUZE;945;3491;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57260.0;Moselle;Lorraine
57;57318;HERMELANGE;262;254;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57790.0;Moselle;Lorraine
57;57022;ANGEVILLERS;877;1247;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57440.0;Moselle;Lorraine
57;57676;TRAGNY;539;109;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57542;PIBLANGE;953;1020;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57337;HOSTE;942;636;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57510.0;Moselle;Lorraine
57;57713;VIEUX-LIXHEIM;651;254;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57635.0;Moselle;Lorraine
57;57145;COINCY;717;305;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57398;LEYVILLER;710;452;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57712;VIC-SUR-SEILLE;1963;1336;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57630.0;Moselle;Lorraine
57;57254;GORZE;1797;1205;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57680.0;Moselle;Lorraine
57;57264;GUEBENHOUSE;449;398;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57510.0;Moselle;Lorraine
57;57252;GOMELANGE;947;535;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57066;BERTHELMING;1077;507;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57930.0;Moselle;Lorraine
57;57445;MARIEULLES;823;678;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57541;PHILIPPSBOURG;2394;627;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57230.0;Moselle;Lorraine
57;57562;RANGUEVAUX;1033;781;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57700.0;Moselle;Lorraine
57;57661;STURZELBRONN;3257;181;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57230.0;Moselle;Lorraine
57;57221;FLORANGE;1318;11516;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57190.0;Moselle;Lorraine
57;57221;FLORANGE;1318;11516;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57190.0;Moselle;Lorraine
57;57306;HAYANGE;1220;15754;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57700.0;Moselle;Lorraine
57;57674;TINCRY;844;168;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57590.0;Moselle;Lorraine
57;57014;ALTRIPPE;487;392;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57412;LONGEVILLE-LES-METZ;269;3896;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57050.0;Moselle;Lorraine
57;57488;MOUSSEY;777;632;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57770.0;Moselle;Lorraine
57;57277;GUINKIRCHEN;517;187;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57001;ABONCOURT;593;382;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57920.0;Moselle;Lorraine
57;57242;GANDRANGE;412;2886;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57175.0;Moselle;Lorraine
57;57452;LA MAXE;758;868;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57140.0;Moselle;Lorraine
57;57750;WOELFLING-LES-SARREGUEMINES;626;722;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57200.0;Moselle;Lorraine
57;57641;SCHWEYEN;1139;315;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57720.0;Moselle;Lorraine
57;57602;RURANGE-LES-THIONVILLE;881;2368;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57310.0;Moselle;Lorraine
57;57760;ZETTING;691;853;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57905.0;Moselle;Lorraine
57;57745;WIESVILLER;889;1012;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57200.0;Moselle;Lorraine
57;57696;VARSBERG;421;928;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57880.0;Moselle;Lorraine
57;57305;HAVANGE;957;461;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57650.0;Moselle;Lorraine
57;57462;METTING;522;361;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57370.0;Moselle;Lorraine
57;57156;COURCELLES-SUR-NIED;510;1110;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57566;REDING;1174;2437;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57445.0;Moselle;Lorraine
57;57709;VESCHEIM;186;266;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57370.0;Moselle;Lorraine
57;57517;OBERGAILBACH;901;321;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57720.0;Moselle;Lorraine
57;57533;PANGE;887;933;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57530.0;Moselle;Lorraine
57;57029;ARRIANCE;702;221;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57586;ROCHONVILLERS;569;208;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57840.0;Moselle;Lorraine
57;57423;LUBECOURT;343;61;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57170.0;Moselle;Lorraine
57;57049;LE BAN-SAINT-MARTIN;158;4230;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57050.0;Moselle;Lorraine
57;57475;MONDORFF;388;573;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57570.0;Moselle;Lorraine
57;57063;BERIG-VINTRANGE;854;232;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57278;GUINZELING;488;71;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57670.0;Moselle;Lorraine
57;57081;BIDESTROFF;799;124;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57260.0;Moselle;Lorraine
57;57051;BARONVILLE;618;411;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57514;NOUSSEVILLER-SAINT-NABOR;608;1181;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57990.0;Moselle;Lorraine
57;57198;ERSTROFF;503;213;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57153;CORNY-SUR-MOSELLE;821;2256;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57680.0;Moselle;Lorraine
57;57390;LEMBERG;1092;1493;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57620.0;Moselle;Lorraine
57;57612;SAINT-HUBERT;1600;206;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57640.0;Moselle;Lorraine
57;57644;SEINGBOUSE;800;1900;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57455.0;Moselle;Lorraine
57;57234;FRAUENBERG;272;553;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57200.0;Moselle;Lorraine
57;57151;CONTHIL;928;178;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57741;WALSCHBRONN;1012;495;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57720.0;Moselle;Lorraine
57;57530;OTTONVILLE;1579;425;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57003;ABRESCHVILLER;4125;1527;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57560.0;Moselle;Lorraine
57;57630;SARREBOURG;1667;12386;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57400.0;Moselle;Lorraine
57;57179;DISTROFF;798;1639;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57925.0;Moselle;Lorraine
57;57433;MAIZIERES-LES-METZ;884;10862;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57280.0;Moselle;Lorraine
57;57491;MOYEUVRE-GRANDE;964;7973;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57250.0;Moselle;Lorraine
57;57491;MOYEUVRE-GRANDE;964;7973;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57250.0;Moselle;Lorraine
57;57583;RICHEVAL;503;137;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57830.0;Moselle;Lorraine
57;57088;BISTROFF;1931;324;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57660.0;Moselle;Lorraine
57;57474;MONDELANGE;409;5999;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57300.0;Moselle;Lorraine
57;57123;CARLING;266;3508;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57490.0;Moselle;Lorraine
57;57611;SAINT-GEORGES;810;209;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57830.0;Moselle;Lorraine
57;57080;BICKENHOLTZ;251;77;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57635.0;Moselle;Lorraine
57;57535;PETIT-REDERCHING;1084;1498;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57410.0;Moselle;Lorraine
57;57012;ALGRANGE;688;6381;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57440.0;Moselle;Lorraine
57;57510;NOISSEVILLE;269;1017;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57645.0;Moselle;Lorraine
57;57693;VANTOUX;244;909;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57070.0;Moselle;Lorraine
57;57580;RICHE;634;177;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57196;ERCHING;679;418;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57720.0;Moselle;Lorraine
57;57087;BISTEN-EN-LORRAINE;451;253;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57133;CHATEAU-VOUE;752;123;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57170.0;Moselle;Lorraine
57;57226;FONTOY;1705;3035;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57650.0;Moselle;Lorraine
57;57461;METAIRIES-SAINT-QUIRIN;958;313;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57560.0;Moselle;Lorraine
57;57662;SUISSE;504;103;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57052;BARST;573;566;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57450.0;Moselle;Lorraine
57;57682;TURQUESTEIN-BLANCRUPT;3037;18;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57560.0;Moselle;Lorraine
57;57726;VITTONCOURT;948;389;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57375;LAGARDE;2256;178;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57810.0;Moselle;Lorraine
57;57150;CONDE-NORTHEN;1089;644;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57220.0;Moselle;Lorraine
57;57557;PUTTELANGE-LES-THIONVILLE;1063;913;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57570.0;Moselle;Lorraine
57;57425;LUPPY;1627;574;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57739;WALDWEISTROFF;780;492;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57320.0;Moselle;Lorraine
57;57336;L'HOPITAL;400;5423;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57490.0;Moselle;Lorraine
57;57579;RHODES;1539;103;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57810.0;Moselle;Lorraine
57;57074;BETTVILLER;1837;844;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57410.0;Moselle;Lorraine
57;57489;MOUTERHOUSE;4232;279;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57620.0;Moselle;Lorraine
57;57142;CHIEULLES;259;412;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57070.0;Moselle;Lorraine
57;57497;NELLING;733;288;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57670.0;Moselle;Lorraine
57;57316;HENRIVILLE;393;729;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57450.0;Moselle;Lorraine
57;57689;VALMESTROFF;381;253;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57970.0;Moselle;Lorraine
57;57675;TORCHEVILLE;620;131;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57670.0;Moselle;Lorraine
57;57594;ROPPEVILLER;1390;129;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57230.0;Moselle;Lorraine
57;57549;PONTPIERRE;853;761;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57380.0;Moselle;Lorraine
57;57138;CHENOIS;357;68;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57591;ROMBAS;1178;9975;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57120.0;Moselle;Lorraine
57;57332;HOMBOURG-HAUT;1226;7058;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57470.0;Moselle;Lorraine
57;57416;LORRY-MARDIGNY;1156;638;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57742;WALSCHEID;3816;1609;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57870.0;Moselle;Lorraine
57;57487;MOULINS-LES-METZ;706;5090;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57160.0;Moselle;Lorraine
57;57401;LIDREZING;1005;88;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57340.0;Moselle;Lorraine
57;57751;WOIPPY;1459;13133;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57140.0;Moselle;Lorraine
57;57463;METZ;4171;119551;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57000.0;Moselle;Lorraine
57;57634;SAULNY;985;1456;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57140.0;Moselle;Lorraine
57;57366;KIRVILLER;250;149;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57430.0;Moselle;Lorraine
57;57127;CHANVILLE;391;121;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57580.0;Moselle;Lorraine
57;57743;WALTEMBOURG;133;247;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57370.0;Moselle;Lorraine
57;57203;EVRANGE;223;230;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57570.0;Moselle;Lorraine
57;57139;CHERISEY;513;275;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57420.0;Moselle;Lorraine
57;57335;HONSKIRCH;650;224;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57670.0;Moselle;Lorraine
57;57308;HAZEMBOURG;171;118;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57430.0;Moselle;Lorraine
57;57034;ASPACH;413;39;57;MOSELLE;44;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;57790.0;Moselle;Lorraine
58;58050;CHALLEMENT;960;61;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58420.0;Nièvre;Bourgogne
58;58026;BEAULIEU;505;32;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58420.0;Nièvre;Bourgogne
58;58024;BAZOLLES;2864;283;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58110.0;Nièvre;Bourgogne
58;58143;LIMON;813;159;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58270.0;Nièvre;Bourgogne
58;58284;TALON;625;45;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58190.0;Nièvre;Bourgogne
58;58129;GOULOUX;2191;189;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58230.0;Nièvre;Bourgogne
58;58272;SARDY-LES-EPIRY;1552;140;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58800.0;Nièvre;Bourgogne
58;58061;CHASNAY;1181;106;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58350.0;Nièvre;Bourgogne
58;58124;GERMIGNY-SUR-LOIRE;1884;759;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58320.0;Nièvre;Bourgogne
58;58245;SAINT-HILAIRE-FONTAINE;2350;190;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58300.0;Nièvre;Bourgogne
58;58164;MESVES-SUR-LOIRE;1893;685;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58400.0;Nièvre;Bourgogne
58;58277;SERMAGES;2236;204;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58290.0;Nièvre;Bourgogne
58;58161;MAUX;2270;138;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58290.0;Nièvre;Bourgogne
58;58201;OUDAN;2003;138;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58210.0;Nièvre;Bourgogne
58;58073;CHEVROCHES;329;129;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58500.0;Nièvre;Bourgogne
58;58116;FLEZ-CUZY;599;122;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58190.0;Nièvre;Bourgogne
58;58069;CHAUMOT;789;177;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58800.0;Nièvre;Bourgogne
58;58293;TOURY-LURCY;2601;425;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58300.0;Nièvre;Bourgogne
58;58149;LUZY;4170;1984;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58170.0;Nièvre;Bourgogne
58;58074;CHIDDES;2606;327;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58170.0;Nièvre;Bourgogne
58;58147;LURCY-LE-BOURG;2275;300;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58700.0;Nièvre;Bourgogne
58;58127;GIRY;2378;217;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58700.0;Nièvre;Bourgogne
58;58014;ARZEMBOUY;1292;71;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58700.0;Nièvre;Bourgogne
58;58295;TRACY-SUR-LOIRE;2272;961;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58150.0;Nièvre;Bourgogne
58;58295;TRACY-SUR-LOIRE;2272;961;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58150.0;Nièvre;Bourgogne
58;58118;FOURS;2582;696;58;NIEVRE;27;BOURGOGNE-FRANCHE-COMTE;58250.0;Nièvre;Bourgogne
